Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
NYJ,1975,67,Darrell Austin,24,G,12,0,250,6-4,South Carolina,11/6/1951,Rook,3,Denver Broncos / 16th / 404th pick /1974
NYJ,1975,76,Jim Bailey,27,RDE,14,8,253,6-4,Kansas,6/9/1948,5,3,Baltimore Colts / 2nd / 44th pick /1970
NYJ,1975,83,Jerome Barkum,25,WR,13,13,218,6-3,Jackson St.,7/18/1950,3,7,New York Jets / 1st / 9th pick /1972
NYJ,1975,77,Carl Barzilauskas,24,LDT,14,14,271,6-6,Indiana,3/19/1951,1,4,New York Jets / 1st / 6th pick /1974
NYJ,1975,7,Eddie Bell,29,WR,14,13,160,5-10,Idaho St.,9/13/1946,5,4,New York Jets / 9th / 228th pick /1970
NYJ,1975,53,Ken Bernich,24,LB,5,0,250,6-2,Auburn,9/6/1951,Rook,1,San Diego Chargers / 4th / 101st pick /1975
NYJ,1975,32,Emerson Boozer,32,RB,9,4,195,5-11,MD-Eastern Shore,7/4/1943,9,1,"New York Jets / 6th / 46th pick /1966, Pittsburgh Steelers / 7th / 98th pick /1966"
NYJ,1975,86,Willie Brister,23,TE,12,1,236,6-4,Southern,1/28/1952,1,0,New York Jets / 15th / 370th pick /1974
NYJ,1975,79,Gordie Browne,24,T,13,0,265,6-5,Boston Col.,12/5/1951,1,3,New York Jets / 2nd / 31st pick /1974
NYJ,1975,29,Carl Capria,23,DB,1,0,185,6-3,Purdue,6/8/1952,1,0,Detroit Lions / 5th / 117th pick /1974
NYJ,1975,88,Rich Caster,27,TE,14,14,228,6-5,Jackson St.,10/16/1948,5,10,New York Jets / 2nd / 46th pick /1970
NYJ,1975,23,Jerry Davis,24,DB,6,0,182,5-11,Morris Brown,2/5/1951,Rook,1,
NYJ,1975,35,Steve Davis,27,RB,14,1,218,6-1,Delaware St.,11/10/1948,3,3,Pittsburgh Steelers / 3rd / 60th pick /1971
NYJ,1975,55,John Ebersole,27,MLB,13,6,234,6-3,Penn St.,11/5/1948,5,2,New York Jets / 4th / 98th pick /1970
NYJ,1975,65,Joe Fields,22,C,14,0,250,6-2,"Rutgers-Camden,Widener",11/14/1953,Rook,3,New York Jets / 14th / 349th pick /1975
NYJ,1975,85,Ed Galigher,25,RDT,13,11,255,6-4,"Chabot,UCLA",10/15/1950,3,3,New York Jets / 4th / 89th pick /1972
NYJ,1975,8,Greg Gantt,24,P,14,0,188,5-11,Alabama,10/30/1951,1,1,New York Jets / 8th / 187th pick /1974
NYJ,1975,26,Carl Garrett,28,RB,13,8,210,5-11,New Mex. Highlands,8/31/1947,6,7,Boston Patriots / 3rd / 58th pick /1969
NYJ,1975,36,Bob Gresham,27,RB,10,1,195,5-11,West Virginia,7/9/1948,4,1,New Orleans Saints / 8th / 201st pick /1971
NYJ,1975,75,Winston Hill,34,RT,14,14,270,6-4,Texas Southern,10/23/1941,12,7,Baltimore Colts / 11th / 145th pick /1963
NYJ,1975,49,George Hoey,29,DB,5,3,174,5-10,Michigan,11/14/1946,4,1,Detroit Lions / 14th / 346th pick /1969
NYJ,1975,20,Delles Howell,27,FS,10,5,200,6-3,Grambling St.,8/22/1948,5,2,New Orleans Saints / 4th / 88th pick /1970
NYJ,1975,43,Jazz Jackson,23,RB,13,0,167,5-8,Western Kentucky,3/5/1952,1,1,New York Jets / 16th / 395th pick /1974
NYJ,1975,11,J.J. Jones,23,QB,7,1,190,6-1,Fisk,4/16/1952,Rook,1,
NYJ,1975,82,David Knight,24,WR,6,0,182,6-1,William & Mary,2/1/1951,2,0,New York Jets / 11th / 272nd pick /1973
NYJ,1975,5,Pat Leahy,24,K,14,0,194,6-0,St. Louis,3/19/1951,1,4,
NYJ,1975,57,Rich Lewis,25,RLB,11,9,220,6-3,Portland St.,6/8/1950,3,2,
NYJ,1975,50,Wayne Mulligan,28,C,14,14,250,6-3,Clemson,5/5/1947,6,7,St. Louis Cardinals / 8th / 201st pick /1969
NYJ,1975,12,Joe Namath,32,QB,14,13,200,6-2,Alabama,5/31/1943,10,9,"New York Jets / 1st / 2nd pick /1965, St. Louis Cardinals / 1st / 12th pick /1965"
NYJ,1975,81,Richard Neal,28,RDE,9,9,260,6-3,Southern,9/27/1947,6,3,New Orleans Saints / 2nd / 45th pick /1969
NYJ,1975,87,Billy Newsome,27,LDE,14,14,250,6-4,Grambling St.,3/2/1948,5,4,Baltimore Colts / 5th / 122nd pick /1970
NYJ,1975,22,Burgess Owens,24,SS,11,11,200,6-2,Miami (FL),8/2/1951,2,3,New York Jets / 1st / 13th pick /1973
NYJ,1975,89,Lou Piccone,26,WR,13,1,175,5-9,West Liberty St.,7/17/1949,1,1,
NYJ,1975,25,Bob Prout,24,DB,7,1,190,6-1,Knox,5/11/1951,1,1,
NYJ,1975,78,Garry Puetz,23,RG,14,14,263,6-3,Valparaiso,3/14/1952,2,7,New York Jets / 12th / 300th pick /1973
NYJ,1975,66,Randy Rasmussen,30,LG,14,14,255,6-2,Nebraska-Kearney,5/10/1945,8,7,New York Jets / 12th / 302nd pick /1967
NYJ,1975,52,Steve Reese,23,LB,12,5,229,6-2,Louisville,1/7/1952,1,2,
NYJ,1975,44,John Riggins,26,FB,14,14,230,6-2,Kansas,8/4/1949,4,14,New York Jets / 1st / 6th pick /1971
NYJ,1975,54,Jamie Rivers,30,LB,6,3,245,6-2,Bowling Green,9/22/1945,7,1,St. Louis Cardinals / 5th / 123rd pick /1967
NYJ,1975,46,Rich Sowells,27,LCB,14,13,179,6-0,Alcorn St.,10/27/1948,4,3,New York Jets / 12th / 292nd pick /1971
NYJ,1975,38,Ed Taylor,22,FS,14,9,174,6-0,Memphis,5/13/1953,Rook,3,New York Jets / 9th / 224th pick /1975
NYJ,1975,56,Godwin Turk,25,LLB,14,14,230,6-3,"California,Southern",10/15/1950,Rook,4,New York Jets / 3rd / 58th pick /1974
NYJ,1975,29,Donnie Walker,25,DB,2,1,180,6-2,Central State (OH),12/26/1950,2,0,Buffalo Bills / 4th / 87th pick /1973
NYJ,1975,27,Phil Wise,26,DB,5,4,190,6-0,"South Dakota,Nebraska-Omaha",4/25/1949,4,1,New York Jets / 6th / 136th pick /1971
NYJ,1975,58,Richard Wood,22,RLB,14,5,224,6-2,USC,5/31/1953,Rook,2,New York Jets / 3rd / 68th pick /1975
NYJ,1975,70,Larry Woods,27,DT,12,0,260,6-6,Tennessee St.,5/11/1948,4,2,Detroit Lions / 4th / 100th pick /1971
NYJ,1975,72,Robert Woods,25,LT,14,14,255,6-3,Tennessee St.,7/26/1950,2,7,New York Jets / 2nd / 38th pick /1973
NYJ,1975,47,Roscoe Word,23,RCB,14,9,170,5-11,Jackson St.,7/24/1952,1,3,New York Jets / 3rd / 74th pick /1974
